@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,0,1,1,0,0.186706,0.056378,0.016571,0.099318,0.328705,0.916075,0.48372,0.623549,0.164737,0.556278,0.422823,0.270265,0.525066,1,1,0.942741,0.088425,0.078746,0.027659,0.147418,0.118047,0.19899,0.033816,0.098974,0.099914,0.019724,0.18527,0.262223,0.210451,0.132666,0.465059,0.247926,0.256497,0.386774,0.116473,0.442988,0.453853,0.47286,0.374097,0.793148,0.739844,0.232301,0.9172,1,0.600114,0.524013,1,0.58126,0.41885,0.384128,0.939193,0.727819,0.376718,0.563063,0.260109,0.510099,0.9731,0.681091,0.735026,1,0.750381,0.624944,0.598024,0.663578,0.005611,0.444444,0,0.421053,0.023168,0,0
0,0,1,0,0,0,0.332081,0.321798,0.237473,0.578144,0.248963,0.488994,0.383485,0.482254,0.673913,0.549208,0.51397,0.482846,0.375296,0.663173,0.200913,0.312782,0.339712,0.513726,0.113133,0.239495,0.29982,0.366315,0.707683,0.58307,0.469078,0.705409,0.498217,0.301432,0.530485,0.522475,0.546304,0.350056,0.102196,0.272121,0.06487,0.110043,0.231579,0.344703,0.491745,0.418569,0.298313,0.27037,0.217226,0.106112,0.199158,0.192268,0.153461,0.169243,0.363398,0.437427,0.880477,0.554396,0.295517,0.266828,0.386609,0.399328,0.346544,0.521361,0.206763,0.129912,0.229605,0.22058,0.168276,0.101313,0.01301,0.031746,0.027062,0.030075,0.089555,0.126799,0.167974
0,0,1,0,0,0,0.563422,0.329891,0.291411,0.551339,0.210407,0.401898,0.489522,0.46944,0.206084,0.327656,0.974602,0.534646,0.444324,0.293733,0.335887,0.536464,0.531344,0.380915,0.244595,0.277795,0.355819,0.609155,0.602659,0.497698,0.687224,0.698461,0.710884,0.477403,0.536283,0.496975,0.558931,0.336593,0.116289,0.120572,0.167606,0.221219,0.206055,0.314065,0.569485,0.467406,0.503392,0.275196,0.242223,0.198391,0.172494,0.196805,0.269264,0.138515,0.363471,0.177313,0.822546,0.469831,0.222142,0.450884,0.411756,0.401754,0.760969,0.470348,0.507168,0.334048,0.338061,0.214685,0.140053,0.188492,0.25002,0.253968,0.347182,0.240602,0.280406,0.398666,0.35504
1,0,0,0,0,1,0.454665,0.299948,0.257071,0.685788,0.252015,0.711839,0.645936,0.699213,0.459508,0.587958,0.51666,0.312208,0.318508,0.171451,0.320218,0.640145,0.324478,0.360194,0.140462,0.17389,0.196694,0.265171,0.272931,0.291242,0.262438,0.338507,0.269957,0.15863,0.314633,0.237859,0.235893,0.247241,0.553166,0.791737,0.158683,0.126532,0.245387,0.270921,0.272801,0.342146,0.181922,0.156242,0.17055,0.135105,0.179384,0.163557,0.115084,0.108297,0.36841,0.208576,0.892586,0.376757,0.282946,0.159466,0.101399,0.146932,0.238306,0.204022,0.142449,0.120401,0.145839,0.037809,0.025663,0.062911,0.043344,0.253968,0.020741,0.240602,0.13289,0.270149,0.304563
0,0,0,1,0,0,0.347436,0.155448,0.100047,0.126026,0.45695,0.539992,0.301537,0.598898,0.36199,0.484839,0.646532,0.520983,0.887006,0.55065,0.373552,0.373699,0.178554,0.150008,0.045284,0.227232,0.18327,0.309233,0.188338,0.302628,0.275626,0.39999,0.478468,0.478095,0.644428,0.705417,0.737404,0.418726,0.340997,0.548333,0.273571,0.535455,0.514268,0.43888,0.367572,0.526058,0.485215,0.456886,0.424624,0.335312,0.485055,0.385908,0.523032,0.340229,0.503828,0.422766,0.918634,0.686384,0.474845,0.366783,0.218394,0.370754,0.481513,0.54268,0.695774,0.783841,0.827826,0.715683,0.573359,0.412368,0.016398,0.761905,0.081703,0.721805,0.108737,0.172882,0.189934
0,0,1,0,1,0,0.211812,0.200582,0.211041,0.597911,0.36025,0.522278,0.477118,0.591794,0.200518,0.555184,0.514955,0.386413,0.657953,0.538976,0.416024,0.600806,0.346004,0.544521,0.181048,0.372822,0.247724,0.353934,0.521996,0.31101,0.573271,0.480931,0.442261,0.342668,0.32516,0.307538,0.395976,0.22217,0.122231,0.226042,0.172713,0.194021,0.15848,0.263597,0.282799,0.251084,0.346072,0.156415,0.133447,0.174503,0.158365,0.095609,0.169295,0.089878,0.54338,0.424156,0.869414,0.365155,0.250293,0.394355,0.310119,0.39536,0.51897,0.395577,0.31472,0.334975,0.268537,0.108717,0.202023,0.118203,0.01841,0.650794,0.029177,0.616541,0.088589,0.054075,0.097205
0,0,0,0,0,1,0.621432,0.538188,0.372086,0.506429,0.236319,0.486783,0.513891,0.746344,0.320317,0.738579,0.581289,0.544778,0.561092,0.408828,0.345715,0.320123,0.722271,0.672938,0.259481,0.55455,0.583243,0.789833,0.888747,0.631602,0.994596,0.955979,0.724295,0.423569,0.734808,0.497544,0.512497,0.423589,0.529407,0.377706,0.189856,0.19813,0.197272,0.200564,0.398051,0.330536,0.252717,0.229141,0.098248,0.10519,0.185718,0.097306,0.13935,0.06547,0.988506,0.416166,0.831388,0.330976,0.400142,0.314196,0.424126,0.419049,0.563645,0.549281,0.344221,0.285709,0.308581,0.16404,0.132632,0.175898,0.585123,0.650794,0,0.616541,0,0.575951,0.296366
0,0,1,0,0,0,0.358559,0.205397,0.165055,0.599622,0.342423,0.409525,0.536237,0.511132,0.224877,0.527332,0.829975,0.563493,0.221654,0.273335,0.389333,0.422619,0.260891,0.255638,0.113408,0.233339,0.209443,0.464667,0.521765,0.375699,0.403645,0.432632,0.508297,0.375466,0.415389,0.280459,0.343659,0.260406,0.10928,0.119574,0.146589,0.182269,0.205488,0.388645,0.566144,0.31619,0.316983,0.174037,0.175634,0.13535,0.180161,0.16372,0.255521,0.092723,0.355649,0.292521,0.899599,0.523575,0.236644,0.572918,0.392491,0.289061,0.426562,0.411998,0.383268,0.236672,0.257509,0.118168,0.111609,0.087698,0.201462,0.285714,0.302842,0.270677,0.318752,0.321139,0.384624
0,0,1,1,1,0,0.163268,0.046434,0.041478,0.382621,0.887891,0.571242,0.243065,0.555321,0.477599,0.54382,0.59204,0.393385,0.624329,0.275322,0.199283,0.235012,0.081025,0.046945,0.045471,0.175547,0.240107,0.16817,0.201188,0.206179,0.160301,0.361149,0.198223,0.158928,0.217398,0.216909,0.185295,0.128737,0.098126,0.100538,0.159152,0.27077,0.482825,0.381068,0.585149,0.510351,0.354841,0.379451,0.222363,0.158153,0.202152,0.213058,0.195557,0.126174,0.472926,0.275661,0.924863,0.688956,1,0.581291,0.527898,0.46473,0.492083,0.789446,0.405105,0.279568,0.329692,0.254395,0.124045,0.158351,0.009218,0.349206,0.009948,0.330827,0.035498,0.055775,0.056592
0,0,0,1,1,0,0.155569,0.048443,0.156199,0.503511,0.667886,0.585293,0.385699,0.59259,0.604335,0.348523,0.48965,0.345615,0.647841,0.555107,0.213105,0.645966,0.09917,0.103037,0.11156,0.19167,0.347812,0.359129,0.300523,0.314551,0.332912,0.490463,0.425471,0.211422,0.327529,0.331629,0.471325,0.361475,0.076088,0.121737,0.125279,0.291577,0.34764,0.261784,0.314737,0.331202,0.390661,0.198864,0.230659,0.097858,0.205263,0.160191,0.268691,0.211654,0.420117,0.344963,0.897334,0.476224,0.403816,0.500806,0.440091,0.521643,0.466327,0.516775,0.276731,0.197233,0.200899,0.158795,0.235911,0.257355,0.020825,0.206349,0.036445,0.195489,0.138763,0.127559,0.144635
0,0,1,0,0,0,0.391915,0.197689,0.11689,0.684527,0.393206,0.393345,0.335035,0.483967,0.454324,0.386292,0.44822,0.297967,0.843149,0.562791,0.27249,0.615338,0.136957,0.164358,0.052083,0.206903,0.111435,0.349117,0.422855,0.240373,0.269889,0.5178,0.356508,0.277548,0.378247,0.375088,0.398993,0.306835,0.115204,0.172586,0.189269,0.119473,0.17944,0.328689,0.42543,0.275223,0.298112,0.273598,0.206158,0.229611,0.240155,0.211561,0.277588,0.116334,0.32291,0.314586,0.928914,0.472893,0.262338,0.441813,0.283355,0.30789,0.332699,0.433708,0.223403,0.26429,0.38486,0.224366,0.158049,0.203871,0.087841,0.174603,0.278095,0.165414,0.457716,0.476948,0.488095
1,0,0,0,1,0,0.368104,0.241934,0.071458,0.930157,0.30143,0.478897,0.434335,0.525599,0.232159,0.47789,0.545723,0.375126,0.656745,0.480799,0.395268,0.474804,0.152934,0.192811,0.040267,0.025833,0.03304,0.170476,0.12396,0.114395,0.133907,0.281112,0.220752,0.131157,0.270448,0.139039,0.255061,0.170417,0.110244,0.214035,0.209287,0.013322,0.146599,0.120879,0.18747,0.152583,0.23849,0.131587,0.104889,0.076441,0.063562,0.072588,0.107601,0.052957,0.285948,0.240913,0.938148,0.417219,0.186102,0.230649,0.189811,0.150297,0.222831,0.282034,0.128146,0.082425,0.174061,0.091739,0.066808,0.113433,0.155095,0.349206,0.235202,0.330827,0.224774,0.06007,0.310604
0,0,0,1,1,0,0.118227,0.023569,0.110575,0.433619,0.662522,0.636165,0.593637,0.701123,0.521675,0.658869,0.614033,0.30168,0.352595,0.270432,0,0.473691,0.067649,0.071804,0.055472,0.169576,0.279235,0.333021,0.319747,0.307858,0.287123,0.588462,0.53077,0.209669,0.439931,0.436133,0.43015,0.373968,0.024742,0.080287,0.116473,0.231368,0.300176,0.269453,0.404596,0.49395,0.24953,0.319547,0.329162,0.155771,0.277785,0.223173,0.296916,0.257463,0.387892,0.346594,0.91001,0.577296,0.550535,0.512601,0.375755,0.479012,0.346276,0.662032,0.531186,0.19419,0.33711,0.246,0.18182,0.287885,0.01943,0.253968,0.044178,0.240602,0.053161,0.088852,0.090665
0,1,1,0,0,0,0.497719,0.265469,0.296494,0.101534,0.299624,0.60067,0.495526,0.719816,0.418273,0.803237,0.626049,0.567001,0.816851,0.527192,0.463439,0.673417,0.648993,0.493304,0.196121,0.376464,0.444329,0.527225,0.529732,0.405502,0.570644,0.660605,0.618655,0.3579,0.497173,0.480208,0.433138,0.305494,0.144419,0.169388,0.000881,0.281061,0.206838,0.190463,0.294202,0.260534,0.300921,0.243856,0.178244,0.156483,0.180964,0.105981,0.154652,0.09954,0.313197,0.106197,0.858829,0.581838,0.26878,0.259038,0.292605,0.24349,0.4323,0.476522,0.234236,0.228157,0.401564,0.239693,0.13619,0.258842,0.1756,0.031746,0.096293,0.43609,0.272677,0.070782,0.262366
1,1,0,0,0,0,0.491067,0.237379,0.206195,0.882494,0.426895,0.28947,0.568974,0.151036,0.602717,0.158678,0.588053,0.111283,0.597073,0.491167,0.46516,0.147527,0.20338,0.13381,0.121109,0.185773,0.269524,0.289091,0.080112,0.171418,0.181512,0.311063,0.285535,0.273656,0.459593,0.423675,0.544088,0.307975,0.18024,0.149881,0.171539,0.074848,0.24998,0.248512,0.153527,0.166571,0.197124,0.22422,0.190182,0.194649,0.220291,0.195611,0.228254,0.115974,0.282294,0.175089,0.858437,0.362957,0.303699,0.371719,0.253209,0.174419,0.26103,0.372605,0.212101,0.316028,0.472796,0.333635,0.197144,0.232445,0.117886,0.793651,0,0.75188,0.2022,0.358655,0.300836
0,0,1,0,0,0,0.20624,0.10595,0.195317,0.543468,0.474265,0.422844,0.527217,0.557981,0.465852,0.419681,0.576557,0.455743,0.565358,0.307639,0.491647,0.391941,0.1404,0.213511,0.138614,0.240839,0.215476,0.394367,0.481066,0.487418,0.498845,0.657871,0.635352,0.291178,0.458059,0.448871,0.580723,0.340989,0.053826,0.097775,0.132911,0.194807,0.268551,0.206246,0.39645,0.551033,0.340652,0.315059,0.302672,0.201039,0.282885,0.308791,0.380563,0.21998,0.338536,0.376566,0.864274,0.431085,0.360903,0.448771,0.395504,0.575341,0.571048,0.668519,0.539543,0.244864,0.306874,0.255294,0.247584,0.275288,0.050723,0.460317,0.048561,0.43609,0.082947,0,0.073623
0,1,1,0,0,0,0.40172,0.20456,0.173821,0.416559,0.473626,0.232453,0.623029,0.128845,0.514726,0.107634,0.340658,0.437125,0.189901,0.53591,0.431281,0.438349,0.156309,0.159111,0.064361,0.182659,0.159238,0.195718,0.341339,0.344786,0.524497,0.647705,0.592051,0.450237,0.932385,1,1,0.545212,0.103759,0.135716,0.103675,0.32052,0.201401,0.18192,0.414142,0.499265,0.544075,0.568489,0.59592,0.343941,0.600205,0.767868,0.577601,0.303015,0.30128,0.287359,0.905959,0.716329,0.33495,0.304003,0.477567,0.298918,0.846613,0.614671,0.632586,0.493094,0.939608,0.827757,0.471875,0.362282,0.055533,0.047619,0,0.458647,0.14766,0.03185,0.095281
1,0,0,0,0,0,0.42166,0.347384,0.187511,0.703543,0.384056,0.352206,0.09023,0.510551,0.392044,0.702814,0.655036,0.422448,0.409919,0.341813,0.337406,0.417503,0.398276,0.523623,0.098225,0.191507,0.359646,0.347729,0.248891,0.20924,0.340275,0.368217,0.425296,0.202034,0.317684,0.364017,0.284311,0.261205,0.093203,0.242956,0.077433,0.117452,0.310461,0.64216,0.259065,0.233853,0.222241,0.135881,0.116971,0.089287,0.078671,0.129364,0.114544,0.081085,0.30385,0.406058,0.904129,0.399903,0.288901,0.357806,0.134218,0.142026,0.375799,0.259421,0.168629,0.121724,0.072083,0.171246,0.063038,0.122367,0.259202,0.253968,0.138137,0.240602,0.310798,0.197788,0.349368
0,0,1,1,0,0,0.23585,0.157011,0.231961,0.48222,0.413316,0.590572,0.594021,0.347809,0.418501,0.648248,0.463754,0.445974,0.785666,0.533932,0.203889,0.566683,0.253807,0.370908,0.207244,0.339888,0.306124,0.522998,0.63168,0.569782,0.360042,0.558974,0.46,0.280296,0.349975,0.222965,0.410603,0.23556,0.09966,0.14293,0.109076,0.23081,0.165081,0.349171,0.629218,0.3615,0.319121,0.26567,0.188772,0.219451,0.145195,0.101009,0.222128,0.085895,0.352931,0.308508,0.846894,0.444652,0.273847,0.466313,0.459009,0.491296,0.355919,0.54343,0.227776,0.258709,0.219559,0.106457,0.132851,0.103985,0.228845,0.349206,0.028019,0.330827,0.25485,0.059724,0.208108
0,0,1,1,0,0,0.192942,0.095426,0.125926,0.692368,0.376237,0.538477,0.594044,0.585846,0.52909,0.644052,0.562908,0.361271,0.335743,0.405029,0.450862,0.25788,0.151727,0.174504,0.079962,0.10269,0.216099,0.166319,0.41538,0.283954,0.227314,0.312041,0.385711,0.206565,0.335031,0.294509,0.31832,0.218535,0.083958,0.183793,0.047258,0.189489,0.296314,0.227639,0.390359,0.353402,0.20879,0.165417,0.196971,0.091331,0.244567,0.13992,0.157944,0.145172,0.417253,0.291594,0.896724,0.448601,0.359545,0.252589,0.498163,0.337487,0.309717,0.279244,0.241233,0.168836,0.181007,0.181791,0.089875,0.133208,0.00979,0.079365,0.023834,0.075188,0.021207,0.047224,0.029273
0,1,1,1,0,0,0.15288,0.561255,0.270954,0.537063,0.395677,0.60038,0.465436,0.646351,0.457239,0.686312,0.630139,0.358475,0.517202,0.383996,0.381702,0.379941,0.302537,0.847846,0.298296,0.457963,0.415187,0.645964,0.726734,0.464526,0.38872,0.935115,0.591764,0.281185,0.349414,0.360788,0.605662,0.244662,0.086578,0.75051,0.086063,0.143197,0.135839,0.128981,0.255852,0.269751,0.178633,0.286502,0.136588,0.083262,0.1107,0.132767,0.209838,0.069869,0.521951,0.344089,0.809565,0.437933,0.216215,0.227826,0.321762,0.520025,0.326236,0.935168,0.276127,0.221311,0.176777,0.220407,0.273168,0.190167,0.018945,0.031746,0.043433,0.43609,0.109511,0.028385,0.092395
0,0,1,0,1,0,0.242572,0.130768,0.264798,0.759194,0.413565,0.429807,0.510282,0.643657,0.352619,0.461234,0.556523,0.317538,0.57322,0.485122,0.393919,0.543487,0.268942,0.277977,0.203778,0.25873,0.332798,0.509539,0.412833,0.464861,0.521336,0.570181,0.556513,0.336743,0.513865,0.537802,0.517105,0.318619,0.075798,0.099596,0.077727,0.176005,0.258138,0.32542,0.293449,0.505835,0.343455,0.317789,0.185656,0.175129,0.251692,0.257334,0.254082,0.114844,0.363122,0.239164,0.837355,0.589076,0.222326,0.382605,0.247305,0.387152,0.607604,0.615458,0.315491,0.2833,0.33828,0.260842,0.339281,0.221267,0.155201,0.349206,0.28135,0.330827,0.26206,0.008314,0.325431
1,1,0,0,0,0,0.309782,0.15039,0.11463,0.62198,0.497058,0.332888,0.480682,0.422122,0.430311,0.295443,0.458382,0.259659,0.449852,0.414847,0.325234,0.06966,0.084573,0.082657,0.026383,0.108643,0.104152,0.095434,0.081113,0.151847,0.204387,0.345656,0.367019,0.253219,0.375039,0.385044,0.398869,0.269785,0.069088,0.134145,0.158272,0.366447,0.283822,0.251511,0.257149,0.247644,0.292345,0.281327,0.285177,0.146708,0.367617,0.238148,0.190004,0.139761,0.330236,0.272188,0.918242,0.622165,0.344467,0.206847,0.127527,0.106394,0.170265,0.252313,0.14857,0.179743,0.200581,0.15586,0.099598,0.133109,0.024692,0.380952,0,0.932331,0.235044,0.117735,0.179242
0,0,0,1,0,0,0.010275,0.159246,0.115907,0.004678,0.607067,0.87328,0.484411,0.725762,0.472291,0.694531,0.668388,0.567496,0.898026,0.725365,0.508742,0.531246,0,0.304652,0.101713,0.282041,0.164294,0.295391,0.140793,0.145666,0.075583,0,0,0,0,0,0,0,0.035316,1,0.265704,0.348081,0.232951,0.206848,0.278328,0.309158,0.222637,0.13848,0.118118,0.098484,0.140975,0.145309,0.152673,0.113281,0.38075,1,0.89851,0.658975,0.360629,0.26571,0.237985,0.305459,0.436079,0.31918,0.224055,0.155501,0.22427,0.15522,0.124391,0.131163,0.432784,0.142857,0,0.593985,0.586663,0,0.299158
0,0,0,1,1,0,0.165309,0.036699,0.050221,0.480234,0.84865,0.507658,0.536921,0.392445,0.408175,0.456315,0.392244,0.475342,0.550006,0.528942,0.550942,0.33025,0.025706,0.01624,0.058596,0.123022,0.1189,0.141975,0.056713,0.175052,0.057247,0.18236,0.157275,0.091575,0.230831,0.255077,0.354433,0.243372,0.052544,0.109564,0.141071,0.291289,0.318037,0.440733,0.34815,0.664309,0.302923,0.240291,0.196926,0.181771,0.285332,0.278532,0.550485,0.280492,0.35822,0.2653,0.918765,0.608306,0.677868,0.318204,0.195484,0.258052,0.156856,0.313058,0.178906,0.092802,0.297185,0.374792,0.455347,0.425192,0.00637,0.365079,0,0.345865,0.07213,0.01287,0.032836
0,0,0,0,0,1,0.312481,0.262567,0.217005,0.799428,0.306849,0.617013,0.381821,0.491815,0.38268,0.202026,0.604818,0.534693,0.462573,0.517297,0.408152,0.407822,0.323549,0.475529,0.11068,0.219914,0.27492,0.353384,0.448291,0.43052,0.371525,0.52757,0.681835,0.290045,0.438695,0.367678,0.355849,0.229745,0.071821,0.198373,0.102912,0.010385,0.083052,0.079162,0.25704,0.250242,0.174791,0.123787,0.142906,0.075471,0.163695,0.1283,0.107707,0.076943,0.290887,0.26432,0.894547,0.529214,0.13959,0.249354,0.248376,0.258781,0.31416,0.194285,0.202454,0.164972,0.195011,0.093469,0.059264,0.064168,0.047595,0.190476,0,0.180451,0.113591,0,0.048005
1,1,1,0,0,0,0.875898,0.51578,0.122504,0.616153,0.291413,0.406682,0.305207,0.474387,0.264788,0.370269,0.410532,0.429461,0.960381,0.52952,0.420545,0.580166,0.433723,0.416103,0.071238,0.133289,0.149812,0.101498,0.099177,0.13629,0.14829,0.33111,0.260745,0.283317,0.424062,0.434871,0.470121,0.338054,0.260127,0.265661,0.092286,0.195885,0.298469,0.118598,0.123113,0.169535,0.153045,0.137183,0.121192,0.131046,0.244203,0.209523,0.22567,0.124862,0.302455,0.176081,0.907396,0.477735,0.155471,0.093169,0.051353,0.102468,0.131246,0.244754,0.133179,0.238595,0.365682,0.267982,0.247357,0.331198,0.075038,0.126984,0.215206,0.120301,0.280836,0.373895,0.370673
1,1,0,0,0,0,1,0.952271,0.219829,0.607213,0.067102,0.626075,0.329288,0.587414,0.407198,0.815181,0.663207,0.604971,0.915999,0.290793,0.404246,0.618058,0.764889,0.654799,0.104805,0.251093,0.228168,0.27819,0.429878,0.348998,0.211708,0.656957,0.385819,0.152638,0.407504,0.368839,0.202253,0.126684,1,0.149692,0.039216,0.271967,0.514389,0.761603,0.386315,0.108727,0.053751,0.183252,0.118984,0.005844,0.108265,0.09102,0.074264,0.005973,0.467913,0.490367,0.900296,0.419917,0.165255,0.340635,0.046177,0.122459,0.047479,0.137182,0.0357,0.032567,0.119296,0.027012,0.055148,0.009503,0.517779,0.222222,0.592723,0.210526,0.608343,0.662842,0.740452
0,1,0,0,0,0,0.409544,0.269046,0.11044,0.809396,0.303087,0.489655,0.50601,0.432816,0.376424,0.505229,0.544003,0.316533,0.497461,0.562506,0.619556,0.429902,0.158892,0.157971,0.054438,0.066166,0.04112,0.120726,0.12878,0.191687,0.246035,0.315573,0.270329,0.235522,0.28197,0.347882,0.42335,0.314276,0.035672,0.08453,0.153223,0.076059,0.041024,0.142857,0.175527,0.194558,0.296759,0.253773,0.225389,0.108334,0.148028,0.188799,0.145941,0.228468,0.250216,0.132128,0.91907,0.382304,0.141858,0.265343,0.268323,0.249194,0.229384,0.288571,0.131035,0.150309,0.172162,0.149905,0.142542,0.153197,0.335805,0.190476,0.369242,0.180451,0.646747,0.46736,0.611967
0,1,1,0,0,0,0.423339,0.280225,0.238343,0.781942,0.334916,0.314602,0.437822,0.428081,0.055855,0.371965,0.357867,0.412801,0.468755,0.414717,0.343752,0.509061,0.356537,0.41624,0.122694,0.296042,0.281568,0.503169,0.732165,0.691159,0.778231,0.929568,0.772057,0.473832,0.767213,0.455875,0.607284,0.423688,0.212599,0.139691,0.116532,0.07556,0.102489,0.219284,0.364966,0.448447,0.345564,0.214913,0.159707,0.125149,0.194484,0.12179,0.180683,0.168526,0.479315,0.403183,0.869849,0.361787,0.210525,0.388665,0.306037,0.617049,0.587305,0.701379,0.459409,0.282111,0.459697,0.180388,0.123236,0.277889,0.072501,0.015873,0.086267,0.015038,0.219761,0.216046,0.269727
0,1,1,0,0,0,0.382029,0.299489,0.230684,0.703786,0.303487,0.542917,0.367391,0.618022,0.322357,0.465053,0.580048,0.308515,0.494224,0.516334,0.308822,0.243135,0.361392,0.479667,0.152256,0.267589,0.202153,0.377024,0.475719,0.30685,0.445778,0.591711,0.541238,0.365113,0.58361,0.493073,0.453983,0.331469,0.24027,0.314587,0.11025,0.098505,0.111598,0.289937,0.435752,0.452518,0.395776,0.266237,0.182244,0.251246,0.283092,0.207134,0.196627,0.134859,0.426434,0.362979,0.865189,0.450004,0.161345,0.444368,0.528167,0.247185,0.595575,0.594765,0.358311,0.326825,0.481625,0.307345,0.16047,0.208088,0.189751,0.206349,0.009186,0.684211,0.208419,0.06686,0.259201
0,0,1,1,1,0,0.249947,0.126802,0.060241,0.625382,0.413873,0.578696,0.537382,0.585869,0.389985,0.412699,0.548407,0.49995,0.574694,0.595278,0.373152,0.392052,0.187521,0.205777,0.075231,0.160068,0.234029,0.211842,0.303443,0.171931,0.281796,0.295733,0.307844,0.223205,0.235684,0.242426,0.212484,0.12615,0.119274,0.207639,0.150816,0.185384,0.294864,0.160334,0.370817,0.246381,0.403011,0.208234,0.191278,0.165945,0.191843,0.228801,0.204113,0.092181,0.44463,0.303908,0.913886,0.406007,0.394428,0.380254,0.435588,0.230144,0.440462,0.417877,0.283191,0.289736,0.218512,0.204986,0.109433,0.110555,0.013174,0.428571,0.026653,0.406015,0.124753,0.088197,0.143831
